regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
pure,2,1,0.5,4.0,0,0,128,512,320,65.027,67.104,66.368,0.6456
pure,2,1,0.5,4.0,0,0,256,1024,640,68.415,71.906,69.346,0.2667
pure,2,1,0.5,4.0,0,0,512,2048,1280,75.038,85.857,78.175,0.29
pure,2,1,0.5,4.0,0,0,1024,4096,2560,92.96,119.903,98.208,0.1948
pure,2,1,0.5,4.0,0,0,2048,8192,5120,133.315,164.74,136.576,0.1038
pure,2,1,0.5,4.0,0,0,4096,16384,10240,209.985,265.921,197.89,-0.2162
mixed,2,1,0.5,4.0,16,0,128,512,320,56.288,75.841,75.585,0.9869
mixed,2,1,0.5,4.0,16,0,256,1024,640,86.464,118.72,118.656,0.998
mixed,2,1,0.5,4.0,16,0,512,2048,1280,140.352,205.664,205.281,0.9941
mixed,2,1,0.5,4.0,16,0,1024,4096,2560,248.865,378.496,377.635,0.9934
mixed,2,1,0.5,4.0,16,0,2048,8192,5120,464.098,723.203,721.573,0.9937
mixed,2,1,0.5,4.0,16,0,4096,16384,10240,895.618,1419.493,1413.192,0.988
mixed,2,1,0.5,4.0,16,512,128,512,320,76.287,79.265,76.032,-0.0856
mixed,2,1,0.5,4.0,16,512,256,1024,640,86.719,118.912,118.818,0.9971
mixed,2,1,0.5,4.0,16,512,512,2048,1280,140.577,205.731,205.472,0.996
mixed,2,1,0.5,4.0,16,512,1024,4096,2560,249.25,379.075,378.176,0.9931
mixed,2,1,0.5,4.0,16,512,2048,8192,5120,464.515,723.108,722.116,0.9962
mixed,2,1,0.5,4.0,16,512,4096,16384,10240,895.877,1420.392,1413.672,0.9872
mixed,2,1,0.5,4.0,16,1024,128,512,320,118.977,119.329,119.266,0.821
mixed,2,1,0.5,4.0,16,1024,256,1024,640,119.104,122.496,119.264,0.0472
mixed,2,1,0.5,4.0,16,1024,512,2048,1280,140.768,205.441,205.408,0.9995
mixed,2,1,0.5,4.0,16,1024,1024,4096,2560,249.184,379.425,378.4,0.9921
mixed,2,1,0.5,4.0,16,1024,2048,8192,5120,464.259,722.948,722.115,0.9968
mixed,2,1,0.5,4.0,16,1024,4096,16384,10240,895.908,1420.296,1413.928,0.9879
mixed,2,1,0.5,4.0,16,2048,128,512,320,204.865,205.152,205.152,1.0
mixed,2,1,0.5,4.0,16,2048,256,1024,640,205.09,205.217,204.896,-1.5276
mixed,2,1,0.5,4.0,16,2048,512,2048,1280,205.538,208.191,205.666,0.0482
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,248.961,378.882,378.207,0.9948
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,464.322,722.979,721.923,0.9959
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,896.131,1421.542,1413.863,0.9854
mixed,2,1,0.5,4.0,16,4096,128,512,320,377.09,377.121,377.056,-1.0968
mixed,2,1,0.5,4.0,16,4096,256,1024,640,377.346,377.602,377.184,-0.6328
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,377.666,378.145,377.411,-0.5324
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,378.049,379.97,378.498,0.2337
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,464.864,723.011,721.636,0.9947
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,896.133,1420.038,1413.703,0.9879
mixed,2,1,0.5,4.0,16,8192,128,512,320,723.875,724.227,724.291,1.1818
mixed,2,1,0.5,4.0,16,8192,256,1024,640,725.284,724.709,724.387,
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,725.025,725.316,724.867,-0.543
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,724.804,724.994,724.164,-3.3684
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,725.411,726.116,725.409,-0.0028
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,896.291,1420.229,1413.541,0.9872
mixed,2,1,0.5,4.0,32,0,128,512,320,56.511,75.712,75.489,0.9884
mixed,2,1,0.5,4.0,32,0,256,1024,640,86.528,118.786,118.721,0.998
mixed,2,1,0.5,4.0,32,0,512,2048,1280,140.387,205.858,205.122,0.9888
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,248.866,378.464,377.54,0.9929
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,464.066,723.395,721.701,0.9935
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,895.909,1419.014,1413.156,0.9888
mixed,2,1,0.5,4.0,32,512,128,512,320,76.704,79.489,77.248,0.1953
mixed,2,1,0.5,4.0,32,512,256,1024,640,86.69,119.04,118.691,0.9892
mixed,2,1,0.5,4.0,32,512,512,2048,1280,140.705,205.312,205.537,1.0035
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,248.864,378.754,378.275,0.9963
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,464.548,723.139,721.669,0.9943
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,895.972,1421.448,1413.67,0.9852
mixed,2,1,0.5,4.0,32,1024,128,512,320,119.905,120.673,120.161,0.3333
mixed,2,1,0.5,4.0,32,1024,256,1024,640,120.608,122.24,120.672,0.0392
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,140.673,205.377,205.345,0.9995
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,248.834,378.659,378.113,0.9958
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,463.777,723.3,721.602,0.9935
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,895.621,1420.135,1413.641,0.9876
mixed,2,1,0.5,4.0,32,2048,128,512,320,205.506,206.529,206.112,0.5924
mixed,2,1,0.5,4.0,32,2048,256,1024,640,206.56,206.977,206.465,-0.2278
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,206.977,208.192,207.264,0.2362
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,249.089,378.435,377.826,0.9953
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,464.034,723.588,721.668,0.9926
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,896.036,1421.286,1412.807,0.9839
mixed,2,1,0.5,4.0,32,4096,128,512,320,377.473,378.466,377.925,0.4552
mixed,2,1,0.5,4.0,32,4096,256,1024,640,378.785,378.465,378.177,
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,378.657,379.329,378.786,0.192
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,379.233,379.873,379.618,0.6016
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,464.067,723.3,721.444,0.9928
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,895.908,1420.838,1413.061,0.9852
mixed,2,1,0.5,4.0,32,8192,128,512,320,724.772,725.731,725.285,0.5349
mixed,2,1,0.5,4.0,32,8192,256,1024,640,725.155,725.636,725.091,-0.1331
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,725.634,725.635,725.412,-222.0
