regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,32,512,512,2048,1280,275.746,406.371,278.114,0.0181
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,494.147,649.512,489.189,-0.0319
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,737.384,1013.129,921.673,0.6683
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,1192.428,1757.488,1627.985,0.7708
mixed,2,1,0.5,4.0,32,1024,128,512,320,172.417,192.546,185.762,0.663
mixed,2,1,0.5,4.0,32,1024,256,1024,640,205.377,238.69,230.946,0.7675
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,275.011,408.548,321.283,0.3465
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,494.95,757.128,499.781,0.0184
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,899.242,1171.916,923.912,0.0905
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,1356.496,1904.18,1759.797,0.7364
mixed,2,1,0.5,4.0,32,2048,128,512,320,260.418,281.283,274.114,0.6564
mixed,2,1,0.5,4.0,32,2048,256,1024,640,293.508,331.331,316.899,0.6184
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,352.804,421.924,401.317,0.7019
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,498.407,766.823,585.222,0.3234
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,937.162,1434.831,949.609,0.025
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,1689.907,2233.589,1828.082,0.2541
mixed,2,1,0.5,4.0,32,4096,128,512,320,436.484,455.045,448.899,0.6689
mixed,2,1,0.5,4.0,32,4096,256,1024,640,468.483,504.006,489.158,0.582
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,528.486,600.453,568.807,0.5603
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,646.694,779.016,746.569,0.7548
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,944.652,1479.79,1120.585,0.3288
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,1825.04,2911.392,1839.252,0.0131
mixed,2,1,0.5,4.0,32,8192,128,512,320,789.319,807.623,792.84,0.1924
mixed,2,1,0.5,4.0,32,8192,256,1024,640,819.399,853.704,829.992,0.3088
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,876.042,951.819,910.633,0.4565
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,1000.395,1132.14,1053.996,0.4069
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,1222.764,1491.376,1437.488,0.7994
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,1841.813,2891.966,2172.245,0.3147
mixed,2,1,0.5,4.0,64,0,128,512,320,101.378,141.665,108.42,0.1748
mixed,2,1,0.5,4.0,64,0,256,1024,640,163.616,205.154,164.196,0.014
mixed,2,1,0.5,4.0,64,0,512,2048,1280,229.25,296.546,271.778,0.632
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,340.228,474.308,447.012,0.7964
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,561.894,823.401,795.144,0.8919
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,997.45,1518.83,1501.71,0.9672
mixed,2,1,0.5,4.0,64,512,128,512,320,131.392,150.337,144.769,0.7061
mixed,2,1,0.5,4.0,64,512,256,1024,640,165.955,232.77,190.465,0.3668
mixed,2,1,0.5,4.0,64,512,512,2048,1280,276.866,409.221,280.036,0.024
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,494.723,658.375,491.556,-0.0194
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,747.4,1018.089,918.248,0.6312
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,1198.187,1767.538,1621.679,0.7438
mixed,2,1,0.5,4.0,64,1024,128,512,320,174.914,195.779,189.443,0.6963
mixed,2,1,0.5,4.0,64,1024,256,1024,640,207.97,241.57,233.058,0.7467
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,277.282,411.01,323.011,0.342
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,493.83,759.239,502.023,0.0309
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,918.89,1190.829,929.673,0.0397
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,1371.31,1916.597,1761.011,0.7147
mixed,2,1,0.5,4.0,64,2048,128,512,320,264.61,283.395,276.418,0.6286
mixed,2,1,0.5,4.0,64,2048,256,1024,640,294.659,332.899,320.706,0.6811
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,356.642,423.364,402.083,0.681
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,500.614,769.032,586.822,0.3212
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,930.474,1437.231,951.304,0.0411
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,1701.618,2250.968,1831.442,0.2363
mixed,2,1,0.5,4.0,64,4096,128,512,320,439.366,458.052,451.461,0.6473
mixed,2,1,0.5,4.0,64,4096,256,1024,640,470.115,505.636,491.878,0.6127
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,530.63,600.997,571.943,0.5871
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,648.777,781.032,747.943,0.7498
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,941.835,1483.6,1125.164,0.3384
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,1831.922,2920.16,1844.244,0.0113
mixed,2,1,0.5,4.0,64,8192,128,512,320,791.913,813.449,805.031,0.6091
mixed,2,1,0.5,4.0,64,8192,256,1024,640,820.137,858.826,834.025,0.359
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,879.083,955.02,916.265,0.4896
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,1000.908,1134.571,1054.252,0.3991
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,1224.397,1494.927,1437.104,0.7863
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,1843.828,2898.91,2174.968,0.3139
mixed,2,1,0.5,4.0,128,0,128,512,320,111.776,150.018,133.763,0.5749
mixed,2,1,0.5,4.0,128,0,256,1024,640,169.89,236.163,177.665,0.1173
mixed,2,1,0.5,4.0,128,0,512,2048,1280,279.619,348.164,282.434,0.0411
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,391.845,522.949,493.86,0.7781
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,613.319,873.034,860.777,0.9528
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,1046.923,1576.944,1547.566,0.9446
mixed,2,1,0.5,4.0,128,512,128,512,320,158.784,162.947,157.986,-0.1917
mixed,2,1,0.5,4.0,128,512,256,1024,640,178.69,244.483,235.139,0.858
mixed,2,1,0.5,4.0,128,512,512,2048,1280,290.595,417.284,346.436,0.4408
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,501.894,765.352,529.863,0.1062
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,878.601,1159.501,936.362,0.2056
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,1345.901,1895.859,1819.381,0.8609
mixed,2,1,0.5,4.0,128,1024,128,512,320,241.058,245.572,242.116,0.2344
mixed,2,1,0.5,4.0,128,1024,256,1024,640,246.338,255.522,248.132,0.1953
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,291.459,427.173,394.883,0.7621
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,505.956,766.791,607.878,0.3908
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,937.097,1400.652,961.097,0.0518
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,1579.89,2124.598,1795.282,0.3954
mixed,2,1,0.5,4.0,128,2048,128,512,320,415.332,415.429,414.148,-12.2062
mixed,2,1,0.5,4.0,128,2048,256,1024,640,416.355,419.462,415.109,-0.401
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,419.653,437.989,426.308,0.3629
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,515.204,780.295,705.637,0.7184
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,949.546,1475.82,1133.194,0.349
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,1816.689,2634.907,1830.836,0.0173
mixed,2,1,0.5,4.0,128,4096,128,512,320,610.469,707.303,643.175,0.3378
mixed,2,1,0.5,4.0,128,4096,256,1024,640,761.257,761.319,760.71,-8.8226
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,762.407,764.584,764.615,1.0142
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,765.161,794.279,782.44,0.5934
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,957.609,1495.345,1323.087,0.6797
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1842.068,2924.095,2191.546,0.323
mixed,2,1,0.5,4.0,128,8192,128,512,320,961.259,1061.386,992.972,0.3167
mixed,2,1,0.5,4.0,128,8192,256,1024,640,1112.969,1265.774,1153.325,0.2641
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,1376.429,1445.36,1444.108,0.9818
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,1457.167,1493.648,1477.295,0.5517
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1452.399,1507.696,1496.466,0.7969
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1862.068,2908.19,2580.252,0.6865
mixed,2,1,0.5,4.0,256,0,128,512,320,151.873,185.761,175.49,0.6969
mixed,2,1,0.5,4.0,256,0,256,1024,640,203.329,263.49,232.483,0.4846
mixed,2,1,0.5,4.0,256,0,512,2048,1280,293.379,417.413,331.333,0.306
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,504.869,677.064,530.375,0.1481
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,761.928,1042.314,933.547,0.6121
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,1226.831,1769.971,1704.594,0.8796
mixed,2,1,0.5,4.0,256,512,128,512,320,254.339,259.235,254.914,0.1174
mixed,2,1,0.5,4.0,256,512,256,1024,640,264.227,346.563,314.499,0.6106
mixed,2,1,0.5,4.0,256,512,512,2048,1280,373.315,490.084,431.269,0.4963
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,568.07,772.105,645.991,0.3819
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,943.979,1458.609,1028.683,0.1646
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1641.905,2201.301,1848.693,0.3697
mixed,2,1,0.5,4.0,256,1024,128,512,320,372.806,383.906,378.276,0.4928
mixed,2,1,0.5,4.0,256,1024,256,1024,640,385.54,388.068,382.659,-1.1396
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,424.996,563.238,520.454,0.6905
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,626.855,881.802,738.311,0.4372
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,1053.067,1475.598,1163.596,0.2616
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1838.738,2633.883,1925.266,0.1088
mixed,2,1,0.5,4.0,256,2048,128,512,320,608.806,629.319,618.918,0.493
mixed,2,1,0.5,4.0,256,2048,256,1024,640,630.63,640.422,628.839,-0.1829
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,640.423,648.806,641.191,0.0916
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,748.009,993.994,906.568,0.6446
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,1155.787,1693.008,1340.971,0.3447
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1903.473,2886.141,2224.885,0.3271
mixed,2,1,0.5,4.0,256,4096,128,512,320,952.457,1033.097,985.708,0.4123
mixed,2,1,0.5,4.0,256,4096,256,1024,640,1074.027,1148.109,1111.949,0.5119
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,1145.388,1151.692,1144.62,-0.1218
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,1154.957,1181.678,1158.763,0.1424
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1400.527,1876.757,1693.071,0.6143
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,2239.991,3316.577,2572.442,0.3088
mixed,2,1,0.5,4.0,256,8192,128,512,320,1633.873,1710.511,1667.216,0.4351
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1754.13,1884.82,1793.105,0.2982
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1971.251,2167.798,2030.518,0.3015
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,2164.152,2175.797,2161.749,-0.2064
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,2183.862,2253.528,2201.333,0.2508
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2742.176,3640.714,3271.621,0.5892
mixed,2,1,0.5,4.0,512,0,128,512,320,273.443,299.939,282.018,0.3236
mixed,2,1,0.5,4.0,512,0,256,1024,640,318.371,375.235,345.315,0.4738
mixed,2,1,0.5,4.0,512,0,512,2048,1280,413.509,518.598,466.437,0.5036
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,590.566,820.809,680.071,0.3887
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,973.897,1480.783,1069.674,0.189
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1662.671,2220.918,1875.859,0.3819
mixed,2,1,0.5,4.0,512,512,128,512,320,468.868,485.798,469.092,0.0132
mixed,2,1,0.5,4.0,512,512,256,1024,640,494.884,539.59,502.726,0.1754
mixed,2,1,0.5,4.0,512,512,512,2048,1280,580.389,690.438,634.95,0.4958
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,763.785,987.308,873.672,0.4916
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,1121.354,1570.031,1304.238,0.4076
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1894.612,2962.369,2081.91,0.1754
mixed,2,1,0.5,4.0,512,1024,128,512,320,665.318,677.351,668.167,0.2368
mixed,2,1,0.5,4.0,512,1024,256,1024,640,683.654,712.295,686.599,0.1028
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,723.846,853.224,788.902,0.5028
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,915.049,1152.941,1028.042,0.475
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1315.436,1730.128,1511.278,0.4723
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,2075.413,3047.324,2317.493,0.2491
mixed,2,1,0.5,4.0,512,2048,128,512,320,1049.899,1083.05,1061.578,0.3523
mixed,2,1,0.5,4.0,512,2048,256,1024,640,1088.01,1107.179,1087.34,-0.035
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,1120.427,1137.259,1116.747,-0.2186
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,1211.274,1455.246,1368.015,0.6425
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1603.12,2100.626,1866.835,0.5301
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,2416.89,3332.48,2829.531,0.4507
mixed,2,1,0.5,4.0,512,4096,128,512,320,1740.079,1790.992,1755.571,0.3043
mixed,2,1,0.5,4.0,512,4096,256,1024,640,1822.226,1916.787,1850.738,0.3015
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,1936.211,1966.099,1935.378,-0.0279
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,1976.211,2004.724,1973.076,-0.1099
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,2217.88,2673.758,2515.13,0.652
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,3001.823,4075.498,3588.133,0.5461
mixed,2,1,0.5,4.0,512,8192,128,512,320,3102.27,3166.211,3130.783,0.4459
mixed,2,1,0.5,4.0,512,8192,256,1024,640,3186.591,3301.509,3220.708,0.2969
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,3363.266,3558.501,3410.596,0.2424
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,3640.1,3674.247,3643.14,0.089
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,3687.465,3735.624,3682.086,-0.1117
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,4249.808,5092.239,4758.768,0.6042
mixed,2,1,0.5,4.0,1024,0,128,512,320,668.55,688.999,673.415,0.2379
mixed,2,1,0.5,4.0,1024,0,256,1024,640,697.223,738.281,707.336,0.2463
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,782.537,901.833,835.689,0.4455
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,978.827,1194.637,1083.276,0.484
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1335.47,1774.228,1551.535,0.4924
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,2072.535,3113.315,2347.992,0.2647
mixed,2,1,0.5,4.0,1024,512,128,512,320,1035.532,1052.267,1041.77,0.3728
mixed,2,1,0.5,4.0,1024,512,256,1024,640,1065.804,1099.851,1064.363,-0.0423
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,1111.468,1236.654,1167.02,0.4438
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1314.286,1547.759,1430.769,0.4989
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1689.843,2174.711,1933.522,0.5026
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,2412.602,3318.532,2825.085,0.4553
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1397.484,1408.27,1413.837,1.5161
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1430.83,1455.022,1436.078,0.2169
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1479.119,1560.655,1487.536,0.1032
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1641.68,1883.314,1756.34,0.4745
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,2037.589,2492.442,2256.439,0.4811
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2783.581,3702.052,3204.229,0.458
mixed,2,1,0.5,4.0,1024,2048,128,512,320,2116.725,2135.702,2150.712,1.791
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,2154.55,2173.944,2150.806,-0.193
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,2221.59,2260.441,2210.39,-0.2883
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,2296.697,2579.293,2448.923,0.5387
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2696.988,3154.146,2905.79,0.4567
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,3524.549,4416.721,3951.017,0.478
mixed,2,1,0.5,4.0,1024,4096,128,512,320,3597.991,3600.965,3608.581,3.5609
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,3609.381,3638.408,3621.386,0.4136
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,3664.327,3714.022,3672.552,0.1655
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,3864.905,3843.177,3752.007,
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,3973.514,4472.208,4248.429,0.5513
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,4835.661,5802.522,5337.168,0.5187
mixed,2,1,0.5,4.0,1024,8192,128,512,320,6364.193,6385.757,6449.089,3.9369
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,6390.016,6478.657,6369.118,-0.2358
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,6475.742,6611.39,6695.462,1.6198
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,6682.281,6798.178,6709.538,0.2352
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,6949.827,6939.493,6849.089,
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,7623.533,8331.729,8139.662,0.7288
mixed,2,1,0.5,4.0,2048,0,128,512,320,2035.989,2049.846,2021.076,-1.0762
mixed,2,1,0.5,4.0,2048,0,256,1024,640,2067.668,2014.965,2065.909,
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,2102.709,2215.861,2117.717,0.1326
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,2196.825,2528.377,2437.625,0.7263
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2685.245,3180.256,2945.662,0.5261
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,3532.005,4485.71,3863.432,0.3475
mixed,2,1,0.5,4.0,2048,512,128,512,320,2736.86,2751.709,2747.743,0.7329
mixed,2,1,0.5,4.0,2048,512,256,1024,640,2797.277,2814.619,2799.933,0.1532
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,2877.12,2910.237,2846.559,-0.9228
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,2993.215,3390.084,3039.457,0.1165
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,3348.258,3893.415,3569.924,0.4066
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,4250.923,5410.901,4693.008,0.3811
mixed,2,1,0.5,4.0,2048,1024,128,512,320,3546.085,3494.02,3488.74,
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,3434.852,3556.613,3537.509,0.8431
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,3619.046,3729.829,3761.381,1.2848
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,3718.985,4034.027,3778.569,0.1891
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,4155.308,4751.444,4389.901,0.3935
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,4958.259,5905.599,5648.603,0.7287
mixed,2,1,0.5,4.0,2048,2048,128,512,320,4944.627,4928.086,5150.423,
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,5006.325,4999.733,5069.11,
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,5042.423,5250.009,5091.03,0.2342
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,5188.277,5340.825,5148.597,-0.2601
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,5595.773,6022.941,6007.491,0.9638
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,6392.163,7412.555,6831.945,0.431
mixed,2,1,0.5,4.0,2048,4096,128,512,320,8154.421,7825.746,7913.043,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,8013.716,8036.084,8059.604,2.0515
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,7996.15,8027.444,8224.438,7.2949
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,8058.356,8443.676,8058.135,-0.0006
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,8383.703,9178.653,8867.486,0.6086
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,9115.911,10246.794,9734.055,0.5466
mixed,2,1,0.5,4.0,2048,8192,128,512,320,14076.597,13777.717,13949.496,
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,13657.33,13786.616,13740.145,0.6406
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,13884.369,14418.778,14147.738,0.4928
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,13923.895,14393.333,14120.25,0.4183
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,14777.468,14785.916,14593.017,-21.8337
