regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,16,2048,1024,4096,2560,251.488,381.057,379.842,0.9906
mixed,2,1,0.5,4.0,16,2048,2048,8192,5120,466.69,725.73,723.425,0.9911
mixed,2,1,0.5,4.0,16,2048,4096,16384,10240,899.108,1423.588,1415.331,0.9843
mixed,2,1,0.5,4.0,16,4096,128,512,320,378.624,378.817,378.656,0.1658
mixed,2,1,0.5,4.0,16,4096,256,1024,640,378.978,379.393,378.465,-1.2361
mixed,2,1,0.5,4.0,16,4096,512,2048,1280,379.809,379.97,378.785,-6.3602
mixed,2,1,0.5,4.0,16,4096,1024,4096,2560,380.161,382.563,380.801,0.2664
mixed,2,1,0.5,4.0,16,4096,2048,8192,5120,466.787,727.074,723.363,0.9857
mixed,2,1,0.5,4.0,16,4096,4096,16384,10240,899.36,1423.174,1416.707,0.9877
mixed,2,1,0.5,4.0,16,8192,128,512,320,725.889,726.402,725.955,0.1287
mixed,2,1,0.5,4.0,16,8192,256,1024,640,727.427,727.715,726.787,-2.2222
mixed,2,1,0.5,4.0,16,8192,512,2048,1280,727.681,727.234,727.265,
mixed,2,1,0.5,4.0,16,8192,1024,4096,2560,727.587,727.365,727.298,
mixed,2,1,0.5,4.0,16,8192,2048,8192,5120,727.842,729.059,727.426,-0.3418
mixed,2,1,0.5,4.0,16,8192,4096,16384,10240,904.483,1423.782,1417.381,0.9877
mixed,2,1,0.5,4.0,32,0,128,512,320,58.209,77.824,77.666,0.9919
mixed,2,1,0.5,4.0,32,0,256,1024,640,88.672,120.61,120.64,1.0009
mixed,2,1,0.5,4.0,32,0,512,2048,1280,141.984,208.096,206.849,0.9811
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,251.361,380.579,379.361,0.9906
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,466.306,724.674,723.01,0.9936
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,898.051,1421.926,1415.072,0.9869
mixed,2,1,0.5,4.0,32,512,128,512,320,78.976,81.121,79.904,0.4326
mixed,2,1,0.5,4.0,32,512,256,1024,640,88.608,120.704,120.416,0.991
mixed,2,1,0.5,4.0,32,512,512,2048,1280,142.817,208.45,207.361,0.9834
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,251.136,381.187,379.84,0.9896
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,467.234,725.697,723.169,0.9902
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,898.435,1422.244,1414.436,0.9851
mixed,2,1,0.5,4.0,32,1024,128,512,320,121.345,123.36,122.176,0.4124
mixed,2,1,0.5,4.0,32,1024,256,1024,640,123.649,124.192,123.36,-0.5322
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,142.496,207.296,207.2,0.9985
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,251.169,381.281,380.032,0.9904
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,467.65,725.505,723.554,0.9924
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,898.211,1422.725,1414.917,0.9851
mixed,2,1,0.5,4.0,32,2048,128,512,320,207.49,209.345,208.096,0.3267
mixed,2,1,0.5,4.0,32,2048,256,1024,640,209.76,209.633,209.056,
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,209.377,210.625,209.762,0.3085
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,250.305,380.994,379.651,0.9897
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,466.818,725.953,723.171,0.9893
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,898.595,1423.81,1415.013,0.9833
mixed,2,1,0.5,4.0,32,4096,128,512,320,379.392,381.121,380.417,0.5928
mixed,2,1,0.5,4.0,32,4096,256,1024,640,380.994,381.569,380.991,-0.0052
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,381.442,382.016,381.412,-0.0523
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,382.369,383.747,382.081,-0.209
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,466.272,726.433,723.587,0.9891
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,900.131,1423.267,1414.98,0.9842
mixed,2,1,0.5,4.0,32,8192,128,512,320,726.72,727.81,727.49,0.7064
mixed,2,1,0.5,4.0,32,8192,256,1024,640,728.226,727.907,728.066,
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,728.226,728.162,728.131,
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,728.038,728.322,727.874,-0.5775
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,728.386,729.827,728.322,-0.0444
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,905.571,1425.092,1417.088,0.9846
mixed,2,1,0.5,4.0,64,0,128,512,320,58.176,77.503,76.672,0.957
mixed,2,1,0.5,4.0,64,0,256,1024,640,87.713,119.744,119.552,0.994
mixed,2,1,0.5,4.0,64,0,512,2048,1280,141.792,206.912,206.56,0.9946
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,251.074,379.969,379.2,0.994
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,466.433,724.546,722.435,0.9918
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,897.953,1421.955,1414.917,0.9866
mixed,2,1,0.5,4.0,64,512,128,512,320,79.969,81.665,81.12,0.6787
mixed,2,1,0.5,4.0,64,512,256,1024,640,88.192,120.737,120.193,0.9833
mixed,2,1,0.5,4.0,64,512,512,2048,1280,141.889,207.201,206.753,0.9931
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,250.754,380.515,379.33,0.9909
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,466.593,725.315,722.913,0.9907
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,897.986,1422.406,1414.595,0.9851
mixed,2,1,0.5,4.0,64,1024,128,512,320,122.368,123.745,123.362,0.7219
mixed,2,1,0.5,4.0,64,1024,256,1024,640,124.287,125.217,123.874,-0.4441
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,142.24,207.073,206.753,0.9951
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,251.074,380.673,379.68,0.9923
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,466.817,725.955,723.203,0.9894
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,897.952,1423.042,1414.404,0.9835
mixed,2,1,0.5,4.0,64,2048,128,512,320,208.416,209.696,208.8,0.3
mixed,2,1,0.5,4.0,64,2048,256,1024,640,209.825,210.433,209.856,0.051
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,210.783,210.881,210.465,-3.2449
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,250.016,380.352,379.713,0.9951
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,466.369,725.57,724.001,0.9939
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,898.275,1422.052,1414.722,0.986
mixed,2,1,0.5,4.0,64,4096,128,512,320,380.611,382.209,380.898,0.1796
mixed,2,1,0.5,4.0,64,4096,256,1024,640,382.306,382.434,381.538,-6.0
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,382.754,382.882,381.889,-6.7578
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,383.041,384.225,382.658,-0.3235
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,467.267,726.595,723.267,0.9872
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,899.685,1422.726,1414.817,0.9849
mixed,2,1,0.5,4.0,64,8192,128,512,320,727.715,728.258,727.905,0.3499
mixed,2,1,0.5,4.0,64,8192,256,1024,640,728.513,729.697,727.999,-0.4341
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,729.379,729.283,728.803,
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,729.443,729.539,729.443,0.0
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,729.57,731.078,730.05,0.3183
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,901.858,1425.446,1414.506,0.9791
mixed,2,1,0.5,4.0,128,0,128,512,320,60.063,79.68,79.009,0.9658
mixed,2,1,0.5,4.0,128,0,256,1024,640,90.016,122.369,122.625,1.0079
mixed,2,1,0.5,4.0,128,0,512,2048,1280,144.801,209.825,208.544,0.9803
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,253.728,383.139,381.056,0.9839
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,468.545,728.643,725.794,0.989
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,901.954,1459.908,1454.214,0.9898
mixed,2,1,0.5,4.0,128,512,128,512,320,83.456,84.512,83.296,-0.1515
mixed,2,1,0.5,4.0,128,512,256,1024,640,91.423,124.29,122.657,0.9503
mixed,2,1,0.5,4.0,128,512,512,2048,1280,146.146,210.625,209.697,0.9856
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,253.888,383.714,383.425,0.9978
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,475.745,730.177,727.169,0.9882
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,913.092,1443.301,1419.526,0.9552
mixed,2,1,0.5,4.0,128,1024,128,512,320,126.305,127.041,126.37,0.0883
mixed,2,1,0.5,4.0,128,1024,256,1024,640,127.328,128.224,126.434,-0.9978
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,146.112,214.305,209.568,0.9305
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,253.345,388.673,386.977,0.9875
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,471.01,730.719,728.323,0.9908
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,904.065,1427.841,1437.027,1.0175
mixed,2,1,0.5,4.0,128,2048,128,512,320,212.065,212.705,211.839,-0.3531
mixed,2,1,0.5,4.0,128,2048,256,1024,640,213.118,214.431,213.087,-0.0236
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,214.24,215.137,213.184,-1.1773
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,254.145,384.737,384.067,0.9949
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,471.2,738.242,736.515,0.9935
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,903.266,1427.841,1436.616,1.0167
mixed,2,1,0.5,4.0,128,4096,128,512,320,384.961,384.994,384.352,-18.4545
mixed,2,1,0.5,4.0,128,4096,256,1024,640,385.633,385.792,384.739,-5.6226
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,386.175,388.032,387.01,0.4496
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,386.754,388.578,386.947,0.1058
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,470.658,730.433,737.314,1.0265
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,904.289,1443.049,1418.34,0.9541
mixed,2,1,0.5,4.0,128,8192,128,512,320,732.226,733.122,733.22,1.1094
mixed,2,1,0.5,4.0,128,8192,256,1024,640,733.858,733.826,732.931,
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,734.083,733.154,733.472,
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,733.7,734.402,733.379,-0.4573
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,734.882,742.913,735.363,0.0599
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,906.656,1429.027,1439.303,1.0197
mixed,2,1,0.5,4.0,256,0,128,512,320,87.968,107.934,106.464,0.9264
mixed,2,1,0.5,4.0,256,0,256,1024,640,117.921,149.762,148.673,0.9658
mixed,2,1,0.5,4.0,256,0,512,2048,1280,170.688,232.672,232.672,1.0
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,274.369,403.04,396.672,0.9505
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,489.154,740.195,731.97,0.9672
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,914.179,1434.596,1421.638,0.9751
mixed,2,1,0.5,4.0,256,512,128,512,320,142.977,161.473,134.145,-0.4775
mixed,2,1,0.5,4.0,256,512,256,1024,640,164.192,196.481,174.624,0.3231
mixed,2,1,0.5,4.0,256,512,512,2048,1280,216.449,278.688,272.543,0.9013
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,322.689,447.842,444.034,0.9696
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,534.529,787.298,786.655,0.9975
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,960.421,1456.452,1455.397,0.9979
mixed,2,1,0.5,4.0,256,1024,128,512,320,184.479,206.624,177.281,-0.325
mixed,2,1,0.5,4.0,256,1024,256,1024,640,216.386,248.161,186.848,-0.9296
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,261.952,324.671,278.337,0.2612
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,368.321,493.055,486.944,0.951
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,579.714,833.599,822.66,0.9569
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,995.14,1496.165,1489.992,0.9877
mixed,2,1,0.5,4.0,256,2048,128,512,320,273.89,290.082,261.186,-0.7846
mixed,2,1,0.5,4.0,256,2048,256,1024,640,302.53,335.555,275.299,-0.8246
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,355.585,419.297,295.329,-0.9458
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,459.393,590.016,491.456,0.2455
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,675.97,936.867,913.347,0.9098
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1109.345,1638.277,1598.692,0.9252
mixed,2,1,0.5,4.0,256,4096,128,512,320,442.978,462.977,432.226,-0.5376
mixed,2,1,0.5,4.0,256,4096,256,1024,640,472.162,503.138,445.378,-0.8647
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,528.931,595.33,467.202,-0.9297
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,634.785,763.649,510.018,-0.9682
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,854.019,1113.891,926.882,0.2804
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1295.525,1816.901,1793.542,0.9552
mixed,2,1,0.5,4.0,256,8192,128,512,320,783.011,807.426,776.002,-0.2871
mixed,2,1,0.5,4.0,256,8192,256,1024,640,811.587,844.578,788.132,-0.711
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,874.4,935.365,806.627,-1.1117
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,984.803,1114.755,848.58,-1.0483
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1208.771,1464.486,944.131,-1.0349
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,1654.122,2173.061,1803.463,0.2878
mixed,2,1,0.5,4.0,512,0,128,512,320,137.346,155.135,149.759,0.6978
mixed,2,1,0.5,4.0,512,0,256,1024,640,169.794,200.289,193.217,0.7681
mixed,2,1,0.5,4.0,512,0,512,2048,1280,221.666,284.672,278.976,0.9096
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,325.282,449.985,446.976,0.9759
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,533.888,781.347,775.137,0.9749
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,954.851,1460.164,1447.078,0.9741
mixed,2,1,0.5,4.0,512,512,128,512,320,220.643,222.849,220.736,0.0422
mixed,2,1,0.5,4.0,512,512,256,1024,640,222.753,244.32,238.305,0.7211
mixed,2,1,0.5,4.0,512,512,512,2048,1280,285.729,367.01,325.217,0.4858
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,408.546,533.504,495.296,0.6942
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,620.832,872.035,860.354,0.9535
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1032.707,1541.315,1535.046,0.9877
mixed,2,1,0.5,4.0,512,1024,128,512,320,303.841,304.896,303.553,-0.273
mixed,2,1,0.5,4.0,512,1024,256,1024,640,306.72,306.657,305.729,
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,307.746,413.507,367.36,0.5637
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,492.451,617.314,537.445,0.3603
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,701.635,950.82,913.635,0.8508
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1118.692,1631.653,1610.212,0.9582
mixed,2,1,0.5,4.0,512,2048,128,512,320,470.082,471.426,472.191,1.5692
mixed,2,1,0.5,4.0,512,2048,256,1024,640,469.858,472.482,470.208,0.1334
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,472.866,473.985,472.608,-0.2306
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,506.018,755.202,620.48,0.4593
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,879.073,1139.651,960.29,0.3117
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1314.054,1842.596,1759.748,0.8433
mixed,2,1,0.5,4.0,512,4096,128,512,320,805.12,805.987,805.987,1.0
mixed,2,1,0.5,4.0,512,4096,256,1024,640,804.546,805.955,805.027,0.3414
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,805.507,820.386,806.723,0.0817
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,807.204,809.218,806.723,-0.2388
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,939.936,1465.155,1136.9,0.375
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,1652.452,2177.383,1811.494,0.303
mixed,2,1,0.5,4.0,512,8192,128,512,320,1475.621,1475.557,1475.908,
mixed,2,1,0.5,4.0,512,8192,256,1024,640,1473.765,1471.685,1472.901,
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,1475.108,1473.159,1476.455,
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,1475.748,1501.763,1479.331,0.1377
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,1480.135,1511.043,1494.086,0.4514
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,1794.565,2851.499,2165.735,0.3512
mixed,2,1,0.5,4.0,1024,0,128,512,320,315.039,323.618,316.128,0.1269
mixed,2,1,0.5,4.0,1024,0,256,1024,640,325.507,347.36,334.113,0.3938
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,371.169,445.665,426.978,0.7492
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,497.762,623.584,603.202,0.838
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,703.84,955.873,942.019,0.945
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1119.586,1619.236,1613.924,0.9894
mixed,2,1,0.5,4.0,1024,512,128,512,320,464.288,471.777,465.38,0.1458
mixed,2,1,0.5,4.0,1024,512,256,1024,640,478.306,487.488,476.833,-0.1604
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,497.186,566.016,545.249,0.6983
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,616.738,772.067,726.241,0.705
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,853.731,1101.601,1073.222,0.8855
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,1269.698,1764.583,1755.781,0.9822
mixed,2,1,0.5,4.0,1024,1024,128,512,320,614.178,623.042,617.539,0.3792
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,628.964,637.602,628.834,-0.015
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,646.177,685.346,655.554,0.2394
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,737.09,892.579,844.642,0.6917
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,976.163,1248.548,1197.573,0.8129
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,1418.79,1911.971,1889.636,0.9547
mixed,2,1,0.5,4.0,1024,2048,128,512,320,941.605,939.33,944.355,
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,943.332,954.754,944.929,0.1398
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,955.072,972.291,958.596,0.2047
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,990.178,1110.596,1075.395,0.7077
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,1207.075,1484.005,1433.156,0.8164
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,1702.5,2212.263,2117.958,0.815
mixed,2,1,0.5,4.0,1024,4096,128,512,320,1605.541,1608.903,1607.269,0.514
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,1613.479,1610.21,1607.88,
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,1610.916,1620.105,1608.745,-0.2363
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,1615.013,1650.787,1634.501,0.5448
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,1696.262,1954.574,1917.8,0.8576
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,2153.385,2706.601,2609.511,0.8245
mixed,2,1,0.5,4.0,1024,8192,128,512,320,2952.583,2946.92,2951.4,
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,2960.102,2943.557,2951.365,
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,2952.806,2952.905,2954.346,15.5556
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,2952.549,2954.788,2959.05,2.9035
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,2957.545,2997.289,2966.859,0.2343
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,3135.142,3653.798,3587.497,0.8722
mixed,2,1,0.5,4.0,2048,0,128,512,320,850.336,854.37,858.914,2.1264
mixed,2,1,0.5,4.0,2048,0,256,1024,640,868.994,878.658,860.771,-0.8509
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,887.876,921.443,894.115,0.1859
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,975.875,1131.529,1093.314,0.7545
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,1245.603,1526.117,1468.164,0.7934
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,1719.878,2244.358,2153.51,0.8268
mixed,2,1,0.5,4.0,2048,512,128,512,320,1123.972,1142.02,1134.627,0.5904
mixed,2,1,0.5,4.0,2048,512,256,1024,640,1151.491,1155.872,1149.125,-0.5401
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,1153.828,1178.277,1168.576,0.6032
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,1234.435,1393.83,1341.891,0.6741
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,1502.468,1806.878,1716.261,0.7023
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,2015.43,2572.676,2426.31,0.7373
mixed,2,1,0.5,4.0,2048,1024,128,512,320,1404.548,1412.042,1420.007,2.0629
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,1432.261,1441.86,1421.539,-1.117
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,1452.932,1475.426,1443.844,-0.404
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,1475.621,1635.748,1578.178,0.6405
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,1745.896,2048.039,1970.983,0.745
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,2280.414,2874.283,2712.809,0.7281
mixed,2,1,0.5,4.0,2048,2048,128,512,320,1973.444,1960.867,1981.061,
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,1971.909,2006.213,1986.629,0.4291
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,2014.981,2028.775,2008.067,-0.5012
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,2047.045,2115.014,2051.399,0.0641
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,2239.046,2564.422,2457.063,0.67
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,2763.241,3439.208,3234.028,0.6965
mixed,2,1,0.5,4.0,2048,4096,128,512,320,3103.046,3107.916,3090.029,-2.6729
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,3076.519,3075.849,3076.296,
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,3126.601,3152.107,3119.432,-0.2811
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,3164.876,3219.27,3169.512,0.0852
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,3214.922,3545.276,3440.265,0.6821
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,3737.839,4461.232,4189.644,0.6246
mixed,2,1,0.5,4.0,2048,8192,128,512,320,5416.653,5424.978,5422.322,0.681
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,5419.95,5472.434,5475.056,1.05
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,5471.019,5486.352,5469.172,-0.1205
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,5489.391,5491.117,5435.821,-31.0371
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,5520.558,5573.997,5556.976,0.6815
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,5719.026,6294.066,6175.375,0.7936
pure,4,1,0.25,4.0,0,0,128,512,224,68.256,80.384,69.633,0.1135
pure,4,1,0.25,4.0,0,0,256,1024,448,76.992,108.032,80.929,0.1268
pure,4,1,0.25,4.0,0,0,512,2048,896,103.968,154.017,103.552,-0.0083
pure,4,1,0.25,4.0,0,0,1024,4096,1792,143.904,243.168,147.199,0.0332
