regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,533.285,783.13,779.832,0.9868
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,949.902,1464.145,1456.885,0.9859
mixed,2,1,0.5,4.0,64,1024,128,512,320,169.145,190.454,153.272,-0.7449
mixed,2,1,0.5,4.0,64,1024,256,1024,640,199.509,236.596,168.503,-0.836
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,263.668,331.376,272.401,0.129
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,374.284,507.43,484.104,0.8248
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,596.353,870.161,826.42,0.8402
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,1043.146,1579.503,1508.436,0.8675
mixed,2,1,0.5,4.0,64,2048,128,512,320,249.97,273.332,237.62,-0.5286
mixed,2,1,0.5,4.0,64,2048,256,1024,640,284.113,318.447,250.452,-0.9804
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,344.91,413.226,275.347,-1.0183
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,463.625,596.641,490.888,0.205
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,686.078,955.184,941.362,0.9486
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,1134.885,1676.554,1667.305,0.9829
mixed,2,1,0.5,4.0,64,4096,128,512,320,417.611,436.809,403.214,-0.7499
mixed,2,1,0.5,4.0,64,4096,256,1024,640,449.705,487.078,416.842,-0.8793
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,510.63,589.791,442.986,-0.8545
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,635.937,771.064,504.807,-0.9704
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,865.136,1131.909,945.908,0.3028
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,1308.222,1849.695,1833.186,0.9695
mixed,2,1,0.5,4.0,64,8192,128,512,320,753.434,773.593,746.652,-0.3364
mixed,2,1,0.5,4.0,64,8192,256,1024,640,783.201,821.108,755.322,-0.7355
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,844.661,942.928,773.784,-0.7213
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,989.966,1122.981,842.966,-1.1051
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,1215.685,1477.622,953.584,-1.0006
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,1659.211,2207.536,1834.31,0.3193
mixed,2,1,0.5,4.0,128,0,128,512,320,98.076,121.082,104.89,0.2962
mixed,2,1,0.5,4.0,128,0,256,1024,640,131.705,163.128,157.466,0.8198
mixed,2,1,0.5,4.0,128,0,512,2048,1280,184.886,246.389,245.556,0.9865
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,289.523,411.787,411.148,0.9948
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,500.198,749.818,743.228,0.9736
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,919.346,1433.144,1422.681,0.9796
mixed,2,1,0.5,4.0,128,512,128,512,320,131.738,149.4,144.122,0.7012
mixed,2,1,0.5,4.0,128,512,256,1024,640,163.704,223.956,185.655,0.3643
mixed,2,1,0.5,4.0,128,512,512,2048,1280,266.644,337.485,273.203,0.0926
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,378.574,504.743,473.063,0.7489
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,588.52,847.027,834.357,0.951
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,1005.454,1518.645,1510.835,0.9848
mixed,2,1,0.5,4.0,128,1024,128,512,320,172.952,195.094,187.544,0.659
mixed,2,1,0.5,4.0,128,1024,256,1024,640,205.397,236.406,229.684,0.7832
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,269.139,396.876,314.416,0.3545
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,465.16,597.826,488.681,0.1773
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,686.59,951.731,895.349,0.7874
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,1125.511,1652.779,1595.154,0.8907
mixed,2,1,0.5,4.0,128,2048,128,512,320,258.164,279.602,271.794,0.6358
mixed,2,1,0.5,4.0,128,2048,256,1024,640,290.194,324.24,315.664,0.7481
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,348.525,412.811,400.845,0.8139
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,482.535,746.427,571.109,0.3356
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,855.156,1119.658,925.519,0.266
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,1292.127,1834.018,1782.281,0.9045
mixed,2,1,0.5,4.0,128,4096,128,512,320,429.611,448.042,443.978,0.7795
mixed,2,1,0.5,4.0,128,4096,256,1024,640,461.419,494.024,485.127,0.7271
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,521.061,588.612,573.795,0.7807
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,633.375,760.536,748.474,0.9051
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,913.749,1449.112,1092.554,0.334
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1629.455,2161.267,1797.381,0.3158
mixed,2,1,0.5,4.0,128,8192,128,512,320,766.874,787.387,778.905,0.5865
mixed,2,1,0.5,4.0,128,8192,256,1024,640,800.023,838.422,826.131,0.6799
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,864.086,936.338,910.227,0.6386
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,981.039,1115.37,1101.45,0.8964
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1203.525,1463.675,1450.873,0.9508
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1798.79,2834.546,2131.16,0.3209
mixed,2,1,0.5,4.0,256,0,128,512,320,125.369,151.512,144.409,0.7283
mixed,2,1,0.5,4.0,256,0,256,1024,640,168.505,211.028,190.678,0.5214
mixed,2,1,0.5,4.0,256,0,512,2048,1280,233.781,295.922,279.283,0.7322
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,342.065,465.515,457.706,0.9367
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,551.588,803.29,796.088,0.9714
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,972.786,1473.846,1459.61,0.9716
mixed,2,1,0.5,4.0,256,512,128,512,320,210.453,228.726,204.885,-0.3047
mixed,2,1,0.5,4.0,256,512,256,1024,640,236.276,271.348,251.445,0.4325
mixed,2,1,0.5,4.0,256,512,512,2048,1280,294.929,405.292,351.342,0.5112
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,462.793,587.459,528.902,0.5303
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,675.744,928.052,906.546,0.9148
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1091.273,1601.652,1584.371,0.9661
mixed,2,1,0.5,4.0,256,1024,128,512,320,290.899,312.657,284.337,-0.3016
mixed,2,1,0.5,4.0,256,1024,256,1024,640,324.401,357.328,299.92,-0.7435
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,378.83,443.049,419.787,0.6378
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,494.308,712.605,602.048,0.4935
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,801.337,1056.716,946.577,0.5687
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1235.074,1765.484,1723.627,0.9211
mixed,2,1,0.5,4.0,256,2048,128,512,320,457.771,478.344,449.227,-0.4153
mixed,2,1,0.5,4.0,256,2048,256,1024,640,489.256,528.006,462.568,-0.6887
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,545.509,613.38,488.393,-0.8415
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,651.358,777.883,755.385,0.8222
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,924.627,1311.234,1109.484,0.4782
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1490.679,2029.536,1796.743,0.568
mixed,2,1,0.5,4.0,256,4096,128,512,320,793.241,810.489,784.955,-0.4804
mixed,2,1,0.5,4.0,256,4096,256,1024,640,821.625,857.333,795.383,-0.7349
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,885.107,955.059,823.034,-0.8874
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,990.576,1110.859,879.192,-0.926
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1202.659,1462.617,1433.244,0.887
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1820.552,2521.383,2143.287,0.4605
mixed,2,1,0.5,4.0,256,8192,128,512,320,1460.346,1478.937,1448.924,-0.6144
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1491.003,1525.462,1460.825,-0.8758
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1549.077,1619.921,1483.481,-0.9259
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,1660.337,1813.638,1553.814,-0.6949
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1887.43,2132.761,1669.454,-0.8885
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2313.78,2846.903,2804.921,0.9213
mixed,2,1,0.5,4.0,512,0,128,512,320,218.518,241.14,226.39,0.348
mixed,2,1,0.5,4.0,512,0,256,1024,640,258.036,303.505,282.578,0.5398
mixed,2,1,0.5,4.0,512,0,512,2048,1280,338.417,427.946,388.526,0.5597
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,494.153,622.177,570.502,0.5964
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,702.589,957.844,926.674,0.8779
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1123.37,1632.53,1610.738,0.9572
mixed,2,1,0.5,4.0,512,512,128,512,320,370.702,381.228,371.438,0.0699
mixed,2,1,0.5,4.0,512,512,256,1024,640,382.992,418.284,393.676,0.3027
mixed,2,1,0.5,4.0,512,512,512,2048,1280,457.482,559.107,512.713,0.5435
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,606.339,807.385,724.031,0.5854
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,924.085,1196.422,1087.758,0.601
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1370.047,1870.757,1814.6,0.8878
mixed,2,1,0.5,4.0,512,1024,128,512,320,519.336,533.99,525.095,0.393
mixed,2,1,0.5,4.0,512,1024,256,1024,640,540.23,550.47,539.815,-0.0405
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,561.029,676.672,618.946,0.5008
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,748.763,903.28,858.361,0.7093
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1051.409,1447.483,1240.131,0.4765
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1627.986,2178.744,1989.12,0.6557
mixed,2,1,0.5,4.0,512,2048,128,512,320,840.952,850.55,839.449,-0.1566
mixed,2,1,0.5,4.0,512,2048,256,1024,640,855.162,869.142,858.199,0.2172
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,868.758,879.543,868.758,0.0
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,932.883,1182.28,1067.918,0.5414
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1315.684,1668.567,1529.817,0.6068
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1938.311,2667.555,2241.811,0.4162
mixed,2,1,0.5,4.0,512,4096,128,512,320,1508.889,1504.216,1506.904,
mixed,2,1,0.5,4.0,512,4096,256,1024,640,1507.928,1517.336,1509.269,0.1425
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,1515.225,1533.142,1522.487,0.4053
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,1536.598,1557.333,1541.111,0.2177
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,1691.537,2199.543,2009.315,0.6255
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,2400.688,3265.063,2880.116,0.5547
mixed,2,1,0.5,4.0,512,8192,128,512,320,2841.817,2839.969,2840.663,
mixed,2,1,0.5,4.0,512,8192,256,1024,640,2832.409,2841.144,2839.735,0.8387
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,2843.482,2835.481,2844.313,
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,2856.602,2858.583,2855.288,-0.6633
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,2872.315,2904.731,2882.108,0.3021
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,3229.865,4259.288,3905.131,0.656
mixed,2,1,0.5,4.0,1024,0,128,512,320,526.406,543.048,532.616,0.3732
mixed,2,1,0.5,4.0,1024,0,256,1024,640,553.157,587.397,555.301,0.0626
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,623.459,724.031,671.201,0.4747
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,788.633,978.324,898.388,0.5786
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1104.875,1475.705,1284.642,0.4848
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1647.857,2135.226,2014.946,0.7532
mixed,2,1,0.5,4.0,1024,512,128,512,320,809.083,827.705,806.682,-0.1289
mixed,2,1,0.5,4.0,1024,512,256,1024,640,832.311,857.558,825.177,-0.2826
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,871.065,970.514,921.269,0.5048
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1040.046,1236.071,1150.212,0.562
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1356.511,1770.957,1572.758,0.5218
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,2045.855,2747.165,2332.976,0.4094
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1080.65,1103.788,1088.65,0.3458
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1108.172,1130.218,1107.626,-0.0248
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1142.059,1206.951,1162.666,0.3176
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1282.82,1489.464,1384.031,0.4898
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,1619.06,2007.939,1841.897,0.573
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2268.793,3097.486,2651.846,0.4622
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1649.01,1661.938,1651.158,0.1662
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,1658.895,1685.904,1665.043,0.2276
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1700.112,1728.686,1690.352,-0.3416
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,1761.936,1958.215,1858.569,0.4923
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2115.483,2531.88,2338.896,0.5365
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,2748.129,3525.019,3234.408,0.6259
mixed,2,1,0.5,4.0,1024,4096,128,512,320,2807.993,2833.179,2822.844,0.5897
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,2815.262,2832.122,2826.267,0.6527
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,2839.93,2846.053,2843.576,0.5955
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,2879.353,2924.439,2893.851,0.3216
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,3017.684,3519.322,3302.037,0.5668
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,3777.167,4619.659,4209.754,0.5135
mixed,2,1,0.5,4.0,1024,8192,128,512,320,5166.972,5168.683,5166.379,-0.3466
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,5169.293,5130.889,5138.898,
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,5134.932,5136.719,5180.877,25.7107
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,5166.101,5223.405,5202.253,0.6309
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,5238.925,5243.751,5206.832,-6.65
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,5563.933,6542.165,6197.722,0.6479
mixed,2,1,0.5,4.0,2048,0,128,512,320,1537.176,1529.371,1516.442,
mixed,2,1,0.5,4.0,2048,0,256,1024,640,1558.52,1579.671,1533.466,-1.1845
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,1602.743,1660.467,1580.854,-0.3792
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,1723.153,1921.861,1822.667,0.5008
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2058.529,2488.716,2274.487,0.502
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,2742.402,3614.455,3142.798,0.4591
mixed,2,1,0.5,4.0,2048,512,128,512,320,2064.066,2090.497,2067.97,0.1477
mixed,2,1,0.5,4.0,2048,512,256,1024,640,2070.463,2112.99,2087.2,0.3936
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,2100.831,2152.635,2105.567,0.0914
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,2208.696,2437.039,2323.67,0.5035
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,2559.531,2991.608,2841.214,0.6519
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,3280.743,4110.691,3679.129,0.48
mixed,2,1,0.5,4.0,2048,1024,128,512,320,2569.768,2627.848,2622.447,0.907
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,2599.143,2622.694,2617.13,0.7637
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,2671.367,2680.932,2654.245,-1.7901
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,2745.506,2962.551,2860.48,0.5297
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,3104.593,3503.231,3345.768,0.605
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,3759.634,4593.869,4226.558,0.5597
mixed,2,1,0.5,4.0,2048,2048,128,512,320,3654.711,3662.009,3702.328,6.5247
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,3723.475,3696.503,3721.496,
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,3771.38,3745.494,3699.639,
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,3788.689,3948.979,3877.39,0.5534
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,4061.16,4490.196,4265.245,0.4757
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,4863.811,5704.092,5299.5,0.5185
mixed,2,1,0.5,4.0,2048,4096,128,512,320,5922.991,5825.016,5902.264,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,5936.723,5810.29,5845.466,
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,5940.562,5974.444,5936.848,-0.1096
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,5934.834,6079.404,5958.033,0.1605
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,6086.546,6626.356,6295.202,0.3865
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,6915.434,7711.299,7334.803,0.5269
mixed,2,1,0.5,4.0,2048,8192,128,512,320,10189.52,10234.767,10197.552,0.1775
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,10263.441,10247.179,10383.875,
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,10223.957,10270.861,10239.694,0.3355
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,10290.092,10380.937,10417.672,1.4044
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,10489.703,10534.497,10527.794,0.8504
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,10942.612,11875.436,11480.477,0.5766
