regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,32,8192,256,1024,640,726.693,726.211,726.212,
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,726.178,726.369,726.084,-0.4921
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,726.627,726.566,726.244,
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,726.98,726.723,726.116,
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,897.701,1422.28,1413.799,0.9838
mixed,2,1,0.5,4.0,64,0,128,512,320,57.12,76.193,75.839,0.9814
mixed,2,1,0.5,4.0,64,0,256,1024,640,86.881,119.36,118.816,0.9833
mixed,2,1,0.5,4.0,64,0,512,2048,1280,140.768,206.113,205.344,0.9882
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,249.056,378.498,378.626,1.001
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,464.739,725.957,722.497,0.9868
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,898.661,1422.085,1415.175,0.9868
mixed,2,1,0.5,4.0,64,512,128,512,320,78.562,79.808,78.689,0.1019
mixed,2,1,0.5,4.0,64,512,256,1024,640,87.073,119.36,118.945,0.9871
mixed,2,1,0.5,4.0,64,512,512,2048,1280,140.77,206.114,205.665,0.9931
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,249.057,378.85,378.69,0.9988
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,464.482,725.926,722.5,0.9869
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,897.989,1422.759,1414.378,0.984
mixed,2,1,0.5,4.0,64,1024,128,512,320,121.664,121.824,121.695,0.1938
mixed,2,1,0.5,4.0,64,1024,256,1024,640,121.76,122.944,121.76,0.0
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,141.089,205.504,205.728,1.0035
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,249.283,378.753,378.498,0.998
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,464.929,726.115,722.565,0.9864
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,898.532,1422.727,1415.271,0.9858
mixed,2,1,0.5,4.0,64,2048,128,512,320,207.745,207.968,207.683,-0.278
mixed,2,1,0.5,4.0,64,2048,256,1024,640,207.908,208.064,207.874,-0.2179
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,208.226,208.865,208.609,0.5994
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,248.643,378.721,378.307,0.9968
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,464.481,726.021,722.66,0.9871
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,898.692,1423.558,1414.79,0.9833
mixed,2,1,0.5,4.0,64,4096,128,512,320,379.842,379.97,379.873,0.2422
mixed,2,1,0.5,4.0,64,4096,256,1024,640,379.904,379.938,379.97,1.9412
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,380.449,380.227,380.642,
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,380.226,381.121,381.217,1.1073
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,464.61,724.259,722.568,0.9935
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,897.988,1423.208,1415.494,0.9853
mixed,2,1,0.5,4.0,64,8192,128,512,320,727.426,727.268,727.395,
mixed,2,1,0.5,4.0,64,8192,256,1024,640,727.779,727.491,727.459,
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,727.492,727.651,727.621,0.8113
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,727.619,727.011,727.588,
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,727.713,728.068,727.619,-0.2648
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,898.085,1423.176,1415.113,0.9846
mixed,2,1,0.5,4.0,128,0,128,512,320,57.023,76.0,75.808,0.9899
mixed,2,1,0.5,4.0,128,0,256,1024,640,86.689,118.976,119.008,1.001
mixed,2,1,0.5,4.0,128,0,512,2048,1280,140.769,206.016,205.727,0.9956
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,249.247,378.755,378.498,0.998
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,464.707,725.285,722.181,0.9881
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,898.404,1420.998,1414.825,0.9882
mixed,2,1,0.5,4.0,128,512,128,512,320,79.105,80.097,79.137,0.0323
mixed,2,1,0.5,4.0,128,512,256,1024,640,86.943,119.169,119.295,1.0039
mixed,2,1,0.5,4.0,128,512,512,2048,1280,141.249,206.464,206.017,0.9931
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,249.217,378.691,378.338,0.9973
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,465.443,725.607,722.308,0.9873
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,898.054,1421.225,1414.533,0.9872
mixed,2,1,0.5,4.0,128,1024,128,512,320,122.017,122.179,122.208,1.179
mixed,2,1,0.5,4.0,128,1024,256,1024,640,122.37,122.849,122.081,-0.6033
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,140.8,206.273,205.601,0.9897
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,249.377,379.041,378.881,0.9988
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,465.377,725.412,722.946,0.9905
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,898.15,1421.389,1415.11,0.988
mixed,2,1,0.5,4.0,128,2048,128,512,320,208.225,208.096,208.128,
mixed,2,1,0.5,4.0,128,2048,256,1024,640,208.063,208.194,208.289,1.7252
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,208.289,208.704,208.643,0.853
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,249.792,378.88,378.466,0.9968
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,465.249,725.573,722.243,0.9872
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,898.054,1421.003,1414.407,0.9874
mixed,2,1,0.5,4.0,128,4096,128,512,320,379.939,380.353,380.065,0.3043
mixed,2,1,0.5,4.0,128,4096,256,1024,640,380.323,380.163,380.161,
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,380.258,380.545,380.1,-0.5505
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,380.77,381.185,381.153,0.9229
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,465.027,723.331,722.403,0.9964
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,897.859,1420.261,1415.181,0.9903
mixed,2,1,0.5,4.0,128,8192,128,512,320,727.363,727.237,727.59,
mixed,2,1,0.5,4.0,128,8192,256,1024,640,727.331,727.267,727.428,
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,727.044,726.979,727.269,
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,727.492,727.205,727.428,
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,727.363,727.59,727.014,-1.5374
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,897.347,1421.671,1414.983,0.9872
mixed,2,1,0.5,4.0,256,0,128,512,320,58.24,76.641,76.736,1.0052
mixed,2,1,0.5,4.0,256,0,256,1024,640,87.65,119.937,120.097,1.005
mixed,2,1,0.5,4.0,256,0,512,2048,1280,141.664,206.208,206.369,1.0025
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,249.568,378.881,378.786,0.9993
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,464.641,723.811,721.699,0.9919
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,897.251,1422.15,1413.957,0.9844
mixed,2,1,0.5,4.0,256,512,128,512,320,89.407,89.472,89.472,1.0
mixed,2,1,0.5,4.0,256,512,256,1024,640,89.761,120.321,120.257,0.9979
mixed,2,1,0.5,4.0,256,512,512,2048,1280,141.952,206.496,206.561,1.001
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,249.889,379.393,379.328,0.9995
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,464.962,724.164,722.276,0.9927
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,897.252,1423.141,1413.735,0.9821
mixed,2,1,0.5,4.0,256,1024,128,512,320,130.72,130.879,130.785,0.4088
mixed,2,1,0.5,4.0,256,1024,256,1024,640,130.849,130.847,130.88,
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,141.697,206.912,206.497,0.9936
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,249.955,380.161,379.267,0.9931
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,465.442,724.261,722.916,0.9948
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,898.278,1422.31,1413.863,0.9839
mixed,2,1,0.5,4.0,256,2048,128,512,320,214.655,214.306,214.146,
mixed,2,1,0.5,4.0,256,2048,256,1024,640,214.242,214.528,214.177,-0.2273
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,214.432,214.209,214.242,
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,249.796,379.364,379.074,0.9978
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,465.761,724.196,723.137,0.9959
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,898.149,1422.535,1413.575,0.9829
mixed,2,1,0.5,4.0,256,4096,128,512,320,380.961,381.09,380.866,-0.7364
mixed,2,1,0.5,4.0,256,4096,256,1024,640,380.899,381.538,380.834,-0.1017
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,381.25,381.058,381.154,
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,381.41,382.18,381.378,-0.0416
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,465.538,724.739,722.82,0.9926
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,898.085,1422.988,1414.438,0.9837
mixed,2,1,0.5,4.0,256,8192,128,512,320,727.842,727.843,728.484,642.0
mixed,2,1,0.5,4.0,256,8192,256,1024,640,727.779,728.453,727.811,0.0475
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,728.291,728.033,728.005,
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,728.259,728.131,727.939,
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,728.13,729.123,728.676,0.5498
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,898.662,1424.582,1415.304,0.9824
mixed,2,1,0.5,4.0,512,0,128,512,320,69.248,78.562,77.57,0.8935
mixed,2,1,0.5,4.0,512,0,256,1024,640,88.737,120.96,120.449,0.9841
mixed,2,1,0.5,4.0,512,0,512,2048,1280,142.336,207.073,206.818,0.9961
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,249.729,379.588,379.169,0.9968
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,465.283,724.003,722.598,0.9946
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,897.091,1421.478,1412.871,0.9836
mixed,2,1,0.5,4.0,512,512,128,512,320,111.489,112.001,111.616,0.248
mixed,2,1,0.5,4.0,512,512,256,1024,640,112.225,121.376,120.992,0.958
mixed,2,1,0.5,4.0,512,512,512,2048,1280,142.784,207.937,206.784,0.9823
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,250.305,380.353,380.032,0.9975
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,466.051,724.611,723.171,0.9944
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,897.445,1421.863,1413.572,0.9842
mixed,2,1,0.5,4.0,512,1024,128,512,320,153.6,153.92,153.825,0.7031
mixed,2,1,0.5,4.0,512,1024,256,1024,640,154.146,154.081,153.953,
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,154.241,207.489,207.393,0.9982
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,250.529,380.609,380.194,0.9968
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,465.759,725.029,722.947,0.992
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,898.212,1422.504,1413.765,0.9833
mixed,2,1,0.5,4.0,512,2048,128,512,320,237.985,237.409,237.793,
mixed,2,1,0.5,4.0,512,2048,256,1024,640,237.73,238.178,237.6,-0.2902
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,237.824,238.112,237.697,-0.441
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,251.298,380.834,380.066,0.9941
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,465.955,725.348,723.365,0.9924
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,898.34,1422.312,1414.147,0.9844
mixed,2,1,0.5,4.0,512,4096,128,512,320,403.937,404.067,403.522,-3.1923
mixed,2,1,0.5,4.0,512,4096,256,1024,640,404.449,404.258,404.45,
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,403.683,403.62,404.162,
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,403.618,404.065,404.546,2.0761
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,465.954,724.963,724.771,0.9993
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,899.076,1423.111,1414.599,0.9838
mixed,2,1,0.5,4.0,512,8192,128,512,320,737.601,737.86,738.052,1.7413
mixed,2,1,0.5,4.0,512,8192,256,1024,640,738.179,737.315,738.243,
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,737.604,737.731,738.083,3.7717
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,738.434,737.763,737.251,
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,737.54,737.699,737.763,1.4025
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,900.74,1424.807,1415.207,0.9817
mixed,2,1,0.5,4.0,1024,0,128,512,320,123.105,123.904,123.361,0.3204
mixed,2,1,0.5,4.0,1024,0,256,1024,640,122.656,131.009,129.186,0.7818
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,151.168,214.112,213.28,0.9868
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,256.289,386.209,385.763,0.9966
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,471.971,730.788,728.74,0.9921
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,902.884,1425.615,1420.488,0.9902
mixed,2,1,0.5,4.0,1024,512,128,512,320,163.968,164.928,165.985,2.101
mixed,2,1,0.5,4.0,1024,512,256,1024,640,165.825,164.768,165.824,
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,164.482,216.098,215.97,0.9975
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,258.273,387.394,387.265,0.999
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,474.082,731.526,730.821,0.9973
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,904.165,1428.134,1420.968,0.9863
mixed,2,1,0.5,4.0,1024,1024,128,512,320,208.032,207.074,209.09,
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,206.56,209.505,209.281,0.9239
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,208.578,218.015,215.715,0.7563
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,258.785,387.937,387.65,0.9978
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,474.69,733.348,732.131,0.9953
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,904.803,1428.39,1422.377,0.9885
mixed,2,1,0.5,4.0,1024,2048,128,512,320,292.515,289.986,290.656,
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,292.576,292.642,294.435,28.1667
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,293.121,292.483,293.507,
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,292.867,389.439,388.321,0.9884
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,475.042,732.802,732.546,0.999
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,905.35,1429.222,1423.686,0.9894
mixed,2,1,0.5,4.0,1024,4096,128,512,320,462.179,462.819,461.059,-1.75
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,462.915,466.051,462.179,-0.2347
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,461.569,462.884,462.946,1.0471
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,461.856,462.915,461.985,0.1218
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,477.377,735.076,733.539,0.994
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,909.575,1431.111,1425.255,0.9888
mixed,2,1,0.5,4.0,1024,8192,128,512,320,804.679,803.685,803.428,
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,803.687,804.324,800.355,-5.2308
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,801.476,800.099,805.028,
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,804.58,804.419,805.06,
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,805.221,807.458,804.518,-0.3143
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,913.858,1438.471,1432.009,0.9877
mixed,2,1,0.5,4.0,2048,0,128,512,320,299.972,302.69,300.802,0.3054
mixed,2,1,0.5,4.0,2048,0,256,1024,640,302.244,306.786,303.137,0.1966
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,306.018,329.09,314.593,0.3717
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,371.331,493.315,485.344,0.9347
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,576.035,826.05,815.556,0.958
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,988.455,1485.799,1473.126,0.9745
mixed,2,1,0.5,4.0,2048,512,128,512,320,386.594,389.346,387.875,0.4655
mixed,2,1,0.5,4.0,2048,512,256,1024,640,389.826,390.018,387.362,-12.8333
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,389.923,396.483,396.288,0.9703
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,426.274,550.787,531.745,0.8471
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,634.594,882.021,864.9,0.9308
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,1046.627,1542.118,1527.142,0.9698
mixed,2,1,0.5,4.0,2048,1024,128,512,320,472.483,475.587,471.427,-0.3402
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,474.467,472.96,471.683,
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,475.266,479.459,480.802,1.3203
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,480.451,593.252,573.891,0.8284
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,678.116,926.692,909.893,0.9324
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,1088.547,1587.079,1567.365,0.9605
mixed,2,1,0.5,4.0,2048,2048,128,512,320,637.315,640.131,637.539,0.0795
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,640.196,640.834,638.659,-2.4091
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,637.89,639.746,640.162,1.2241
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,639.362,680.932,661.827,0.5404
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,763.846,1014.308,989.923,0.9026
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,1177.03,1672.584,1655.049,0.9646
mixed,2,1,0.5,4.0,2048,4096,128,512,320,969.478,969.732,971.237,6.9252
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,973.413,969.379,970.531,
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,971.493,972.292,970.531,-1.204
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,972.099,973.314,973.317,1.0025
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,977.157,1182.275,1164.677,0.9142
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,1353.48,1853.961,1825.261,0.9427
mixed,2,1,0.5,4.0,2048,8192,128,512,320,1639.722,1638.921,1638.952,
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,1639.175,1639.047,1637.641,
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,1640.073,1643.207,1641.062,0.3156
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,1637.896,1641.193,1637.065,-0.252
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,1640.361,1642.152,1641.224,0.4819
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,1704.395,2208.14,2183.116,0.9503
pure,4,1,0.25,4.0,0,0,128,512,224,58.208,60.929,60.225,0.7413
pure,4,1,0.25,4.0,0,0,256,1024,448,59.552,66.016,62.943,0.5246
pure,4,1,0.25,4.0,0,0,512,2048,896,65.696,80.414,71.424,0.3892
pure,4,1,0.25,4.0,0,0,1024,4096,1792,76.994,114.113,86.401,0.2534
pure,4,1,0.25,4.0,0,0,2048,8192,3584,108.895,158.019,114.528,0.1147
pure,4,1,0.25,4.0,0,0,4096,16384,7168,150.367,257.567,161.89,0.1075
mixed,4,1,0.25,4.0,16,0,128,512,224,46.783,76.162,75.296,0.9705
mixed,4,1,0.25,4.0,16,0,256,1024,448,67.328,119.489,117.984,0.9711
mixed,4,1,0.25,4.0,16,0,512,2048,896,108.447,207.042,205.249,0.9818
